RNGSource;RNGTarget;RNGDistance;
2038;3700;3,4641016;
2038;3823;3,6055513;
2039;2586;4,3588989;
2039;2694;4,1231056;
2039;2952;4,0000000;
2039;3569;3,7416574;
2039;3863;4,1231056;
2039;3908;3,6055513;
2041;2475;4,1231056;
2041;3610;3,0000000;
2042;2060;4,3588989;
2042;2307;3,8729833;
2042;2703;4,5825757;
2042;2936;3,7416574;
2042;3012;4,6904158;
2042;3169;4,5825757;
2042;3245;4,3588989;
2043;3951;3,4641016;
2044;2322;3,4641016;
2044;2516;3,6055513;
2045;2199;4,0000000;
2045;2221;3,4641016;
2045;3184;2,4494897;
2045;3379;3,8729833;
2045;3685;3,3166248;
2046;3599;3,7416574;
2047;3454;4,0000000;
2047;3842;4,0000000;
2048;2378;4,3588989;
2048;2532;4,3588989;
2048;3162;4,1231056;
2048;3695;4,2426407;
2049;2091;4,5825757;
2050;2809;4,1231056;
2050;3384;4,0000000;
2050;3708;4,1231056;
2050;3716;4,3588989;
2051;2078;3,6055513;
2051;3500;4,4721360;
2052;3569;3,1622777;
2052;3592;4,5825757;
2052;3681;3,0000000;
2053;2920;3,6055513;
2053;3023;4,0000000;
2053;3080;3,6055513;
2053;3517;4,1231056;
2054;2321;4,2426407;
2054;3798;4,6904158;
2054;3812;4,3588989;
2055;2110;3,6055513;
2056;2391;2,8284271;
2056;2436;3,8729833;
2056;3517;3,6055513;
2056;3928;2,4494897;
2056;3970;4,2426407;
2058;2826;3,1622777;
2058;3229;4,1231056;
2058;3262;4,1231056;
2059;3939;4,3588989;
2059;3957;4,2426407;
2061;2063;3,6055513;
2061;3057;5,1961524;
2061;3297;3,8729833;
2062;3235;5,0990195;
2062;3268;3,7416574;
2062;3921;3,1622777;
2063;2364;3,3166248;
2063;2824;3,6055513;
2064;2138;2,4494897;
2064;2541;3,0000000;
2064;2969;5,0000000;
2064;3342;3,3166248;
2065;3586;3,3166248;
2066;2965;4,2426407;
2066;3485;3,4641016;
2066;3795;5,0000000;
2067;2186;3,8729833;
2067;2276;4,3588989;
2067;2414;4,4721360;
2067;2789;3,8729833;
2067;3253;4,2426407;
2067;3456;4,2426407;
2067;3467;4,0000000;
2067;3518;3,6055513;
2068;3010;4,2426407;
2068;3206;3,3166248;
2068;3491;4,0000000;
2069;3004;3,8729833;
2069;3387;3,3166248;
2069;3706;4,4721360;
2070;2184;4,2426407;
2070;3510;3,0000000;
2070;3774;4,2426407;
2070;3787;3,3166248;
2071;2496;2,8284271;
2071;2726;3,8729833;
2072;3542;4,2426407;
2072;3865;3,8729833;
2073;2229;2,8284271;
2073;2297;4,6904158;
2073;3051;3,8729833;
2074;2172;4,3588989;
2074;3329;4,1231056;
2075;3212;3,6055513;
2075;3744;4,0000000;
2076;2415;4,0000000;
2076;2521;4,8989795;
2076;3309;3,7416574;
2076;3381;2,8284271;
2076;3850;3,7416574;
2077;2346;4,5825757;
2077;3342;4,3588989;
2077;3648;3,8729833;
2078;2814;4,2426407;
2078;3163;3,1622777;
2079;2180;3,7416574;
2079;3975;4,0000000;
2080;2289;2,6457513;
2080;2674;3,1622777;
2081;3587;2,4494897;
2083;2160;4,1231056;
2083;2615;3,3166248;
2083;3393;2,2360680;
2084;2993;4,5825757;
2084;3640;4,2426407;
2084;3957;4,2426407;
2085;3056;3,6055513;
2086;3183;3,1622777;
2086;3942;3,8729833;
2088;2729;4,0000000;
2089;2524;3,8729833;
2089;3182;3,8729833;
2090;2514;3,8729833;
2090;2802;3,6055513;
2090;2851;4,1231056;
2091;2348;4,3588989;
2091;2385;2,4494897;
2091;2396;4,5825757;
2091;3044;4,1231056;
2092;2552;3,7416574;
2092;3228;4,3588989;
2092;3893;4,3588989;
2093;2830;4,1231056;
2094;2726;3,1622777;
2094;3364;3,0000000;
2095;3294;2,0000000;
2096;2611;3,8729833;
2096;3585;3,4641016;
2097;2262;3,8729833;
2097;2611;3,4641016;
2097;3502;3,6055513;
2098;2264;4,3588989;
2098;3016;4,2426407;
2100;2127;3,7416574;
2100;2284;3,0000000;
2101;2541;3,6055513;
2101;3544;4,3588989;
2101;3850;3,8729833;
2102;3977;4,0000000;
2103;2118;3,7416574;
2103;2770;3,3166248;
2103;3043;3,7416574;
2104;2117;4,6904158;
2104;2767;4,0000000;
2104;3540;3,8729833;
2104;3816;3,6055513;
2105;2777;3,3166248;
2106;2697;4,8989795;
2106;3260;3,0000000;
2106;3287;4,0000000;
2108;2355;3,8729833;
2108;3372;4,0000000;
2109;3170;4,2426407;
2110;3092;4,8989795;
2110;3222;4,7958315;
2110;3437;4,0000000;
2111;3464;4,2426407;
2111;3635;3,1622777;
2112;2857;4,8989795;
2112;2940;3,8729833;
2113;2736;4,1231056;
2114;2991;3,7416574;
2114;3502;4,0000000;
2114;3894;4,3588989;
2115;2278;3,3166248;
2115;2454;3,3166248;
2115;2781;4,0000000;
2115;3264;3,7416574;
2116;2328;2,6457513;
2116;2510;3,3166248;
2117;2241;2,4494897;
2117;3575;3,0000000;
2117;3888;3,1622777;
2118;3276;3,6055513;
2119;3288;3,7416574;
2119;3469;4,5825757;
2119;3524;3,1622777;
2119;3982;3,8729833;
2120;2815;3,6055513;
2120;3134;3,8729833;
2121;3016;4,1231056;
2121;3089;3,8729833;
2121;3195;3,3166248;
2122;2439;3,7416574;
2122;2896;3,0000000;
2123;3663;3,6055513;
2123;3896;3,1622777;
2124;2200;4,1231056;
2124;3806;3,4641016;
2124;3989;4,0000000;
2124;3991;3,6055513;
2125;2724;4,1231056;
2127;2385;3,8729833;
2127;3444;4,0000000;
2128;2415;3,6055513;
2128;2767;4,5825757;
2128;3273;4,1231056;
2128;3647;4,1231056;
2128;3664;4,1231056;
2129;2395;4,1231056;
2129;2673;4,1231056;
2129;2796;4,4721360;
2130;3305;4,8989795;
2131;2401;4,1231056;
2132;3076;3,4641016;
2132;3914;2,4494897;
2133;2692;3,8729833;
2133;3780;4,4721360;
2134;3211;3,7416574;
2134;3581;3,6055513;
2135;2393;3,4641016;
2135;2878;3,6055513;
2135;2953;3,0000000;
2135;3915;4,3588989;
2136;2237;3,1622777;
2136;2697;4,3588989;
2136;3042;3,0000000;
2137;2820;3,4641016;
2138;3780;3,6055513;
2139;2317;4,1231056;
2139;3660;4,4721360;
2139;3675;3,8729833;
2139;3740;4,2426407;
2141;2280;3,8729833;
2141;2627;3,6055513;
2142;2254;4,7958315;
2142;2705;4,2426407;
2142;3063;4,5825757;
2143;2341;3,6055513;
2143;3015;3,1622777;
2143;3544;4,6904158;
2143;3850;3,4641016;
2144;2754;3,7416574;
2144;2982;4,2426407;
2144;3302;4,0000000;
2145;3066;3,4641016;
2145;3420;3,3166248;
2146;3321;4,0000000;
2146;3896;3,8729833;
2148;3820;4,7958315;
2149;2751;3,7416574;
2149;3031;4,3588989;
2149;3133;3,6055513;
2150;2383;3,7416574;
2151;2811;3,1622777;
2152;2277;3,8729833;
2152;2738;4,5825757;
2152;3279;4,2426407;
2154;2453;4,2426407;
2154;2654;4,1231056;
2154;3664;3,4641016;
2155;2909;3,8729833;
2156;3159;4,2426407;
2156;3723;2,6457513;
2157;3313;4,0000000;
2158;2528;4,0000000;
2158;3363;3,0000000;
2158;3611;3,7416574;
2160;2917;3,8729833;
2160;3078;3,8729833;
2160;3375;4,3588989;
2160;3885;4,1231056;
2161;2832;4,0000000;
2161;3671;2,4494897;
2163;2446;3,7416574;
2163;3510;4,0000000;
2163;3946;4,2426407;
2164;2426;4,1231056;
2165;2265;3,7416574;
2165;2799;2,6457513;
2165;3378;4,2426407;
2165;3560;3,8729833;
2167;2336;3,8729833;
2167;2383;4,2426407;
2167;2491;3,4641016;
2167;3831;3,4641016;
2168;2262;3,7416574;
2168;2410;3,3166248;
2168;2883;2,4494897;
2168;3625;4,2426407;
2169;2339;3,7416574;
2169;2457;4,2426407;
2169;2800;4,0000000;
2169;3156;4,2426407;
2169;3628;3,6055513;
2170;3069;3,3166248;
2171;3342;3,1622777;
2171;3586;3,6055513;
2172;2340;4,2426407;
2173;2391;4,2426407;
2173;3725;3,7416574;
2173;3861;3,6055513;
2173;3917;4,2426407;
2173;3924;3,3166248;
2174;2579;5,2915026;
2175;2185;3,6055513;
2175;2281;4,2426407;
2176;2282;4,2426407;
2176;2315;3,8729833;
2176;2992;4,2426407;
2176;3138;4,3588989;
2176;3757;3,8729833;
2178;2659;3,8729833;
2178;3761;3,7416574;
2179;2718;3,7416574;
2179;2861;3,7416574;
2179;2937;3,3166248;
2181;3043;4,6904158;
2183;3017;3,8729833;
2183;3225;3,3166248;
2184;3125;4,4721360;
2184;3468;3,3166248;
2185;3909;4,1231056;
2186;2405;4,6904158;
2186;2676;4,2426407;
2187;2736;3,7416574;
2187;3049;4,4721360;
2187;3355;3,8729833;
2187;3448;3,6055513;
2187;3889;4,3588989;
2187;3929;3,6055513;
2188;3304;4,1231056;
2189;2196;4,2426407;
2189;2771;3,7416574;
2189;3458;3,7416574;
2190;2464;3,4641016;
2191;2853;4,1231056;
2191;3759;3,4641016;
2191;3878;3,1622777;
2191;3949;3,7416574;
2192;3753;4,8989795;
2192;3764;4,1231056;
2192;3967;3,7416574;
2193;3447;3,3166248;
2195;2455;3,6055513;
2195;3622;3,3166248;
2195;3676;3,7416574;
2196;2632;4,0000000;
2196;2636;4,2426407;
2197;2617;3,3166248;
2198;2314;4,3588989;
2199;2575;3,3166248;
2200;2807;4,5825757;
2200;2820;3,8729833;
2200;3390;3,6055513;
2201;2402;2,0000000;
2201;3431;3,3166248;
2202;2921;4,0000000;
2202;3597;3,4641016;
2202;3904;3,7416574;
2203;2830;4,1231056;
2205;2588;4,0000000;
2205;2876;4,3588989;
2206;3038;3,6055513;
2207;2471;3,6055513;
2208;2435;3,3166248;
2208;2456;3,7416574;
2208;2865;4,0000000;
2209;2338;3,0000000;
2209;3111;3,4641016;
2211;2451;3,7416574;
2211;2855;3,6055513;
2211;2875;5,1961524;
2211;2881;4,0000000;
2211;3188;4,1231056;
2212;2396;4,0000000;
2213;3255;3,6055513;
2213;3709;3,8729833;
2214;2455;4,0000000;
2214;2487;3,8729833;
2215;2239;3,4641016;
2215;3595;2,8284271;
2216;2667;3,8729833;
2216;2742;3,3166248;
2219;2419;4,3588989;
2219;2427;3,6055513;
2219;3107;3,7416574;
2220;3083;3,6055513;
2221;3845;3,7416574;
2221;3876;4,7958315;
2222;2414;4,2426407;
2222;3256;4,4721360;
2223;2258;3,1622777;
2223;2547;3,7416574;
2223;2605;2,8284271;
2223;3720;4,2426407;
2224;3730;3,6055513;
2224;3768;4,2426407;
2224;3935;4,1231056;
2225;3326;3,6055513;
2225;3443;3,1622777;
2226;2769;4,2426407;
2226;2931;4,1231056;
2226;3228;5,1961524;
2227;2364;3,7416574;
2227;3350;3,6055513;
2228;2888;4,0000000;
2229;2471;3,8729833;
2229;2627;3,4641016;
2229;3666;3,3166248;
2230;3597;4,2426407;
2230;3974;3,3166248;
2232;2684;4,3588989;
2233;3446;3,8729833;
2233;3820;4,2426407;
2234;3465;4,2426407;
2234;3882;3,7416574;
2235;3445;3,7416574;
2235;3982;3,3166248;
2236;2712;3,4641016;
2236;2826;4,4721360;
2236;2919;4,4721360;
2236;2990;4,5825757;
2237;3215;4,1231056;
2237;3874;3,3166248;
2237;3901;3,7416574;
2238;2602;4,3588989;
2238;3419;3,8729833;
2239;2453;3,6055513;
2239;3085;3,1622777;
2240;2790;3,8729833;
2242;3222;3,7416574;
2242;3765;3,1622777;
2243;3600;4,0000000;
2243;3838;2,8284271;
2244;2246;3,4641016;
2244;2358;4,5825757;
2244;2530;4,0000000;
2244;3422;2,0000000;
2244;3548;4,0000000;
2245;2430;4,4721360;
2245;2882;4,0000000;
2245;2916;3,6055513;
2246;2715;5,1961524;
2246;3558;3,6055513;
2247;2524;3,4641016;
2247;3481;4,0000000;
2248;2695;4,2426407;
2248;2974;4,4721360;
2249;3465;3,1622777;
2249;3846;3,6055513;
2250;2303;3,7416574;
2250;2495;3,4641016;
2250;2566;4,4721360;
2250;2854;4,3588989;
2250;2919;3,1622777;
2251;2388;3,7416574;
2251;2433;4,0000000;
2251;2550;5,0000000;
2251;3998;3,4641016;
2252;3171;4,6904158;
2252;3435;3,0000000;
2253;2743;3,4641016;
2253;2890;3,6055513;
2255;2754;4,5825757;
2255;2787;4,4721360;
2255;2839;4,2426407;
2255;3008;3,3166248;
2256;2257;3,8729833;
2256;2271;3,6055513;
2256;2642;4,4721360;
2256;3529;3,4641016;
2257;2910;3,7416574;
2259;3697;3,0000000;
2260;3179;3,8729833;
2260;3282;4,1231056;
2260;3996;3,8729833;
2261;3862;2,8284271;
2262;2536;4,5825757;
2262;3589;3,7416574;
2262;3733;4,0000000;
2262;3914;3,6055513;
2263;3494;3,0000000;
2264;3458;5,0990195;
2266;3734;3,4641016;
2266;3793;3,6055513;
2267;3520;3,7416574;
2268;2425;4,2426407;
2268;3972;4,1231056;
2269;2713;3,6055513;
2269;3724;4,0000000;
2270;3880;3,1622777;
2271;3727;4,0000000;
2271;3918;2,8284271;
2272;3799;4,1231056;
2273;2573;2,8284271;
2273;3134;3,8729833;
2274;2651;3,0000000;
2274;3316;4,0000000;
2275;2863;3,6055513;
2275;3003;4,2426407;
2275;3476;4,8989795;
2278;3046;3,4641016;
2278;3931;3,8729833;
2279;2470;3,1622777;
2279;2751;4,2426407;
2280;2471;3,6055513;
2281;2507;4,2426407;
2281;3649;4,0000000;
2282;2500;4,0000000;
2282;3408;3,8729833;
2285;2848;3,1622777;
2286;3941;4,4721360;
2287;2849;3,7416574;
2288;2880;3,6055513;
2289;2565;3,6055513;
2289;3641;4,3588989;
2290;2976;4,0000000;
2291;2835;3,6055513;
2291;2940;4,6904158;
2291;2993;3,8729833;
2291;3573;4,4721360;
2292;2552;3,3166248;
2294;2406;3,7416574;
2294;2892;3,1622777;
2294;2894;5,3851648;
2294;3110;3,8729833;
2297;3143;3,0000000;
2297;3707;3,4641016;
2298;2406;4,5825757;
2298;2731;3,4641016;
2298;3421;4,1231056;
2299;2664;4,1231056;
2299;3293;4,0000000;
2299;3767;5,0000000;
2300;2479;4,3588989;
2300;2525;4,0000000;
2300;3878;3,1622777;
2300;3962;4,0000000;
2300;3982;4,3588989;
2301;3208;4,1231056;
2302;2945;4,3588989;
2302;3592;3,8729833;
2302;3725;4,1231056;
2303;2459;3,1622777;
2304;2509;3,1622777;
2305;3442;4,2426407;
2306;2488;2,8284271;
2307;3347;4,1231056;
2307;3912;3,7416574;
2308;2436;3,3166248;
2309;2895;4,2426407;
2310;2506;4,0000000;
2310;3919;4,0000000;
2311;3745;3,4641016;
2312;2476;3,6055513;
2312;2607;3,7416574;
2312;3251;4,0000000;
2313;2684;4,3588989;
2313;3165;3,4641016;
2313;3277;3,0000000;
2313;3675;4,3588989;
2314;3233;4,7958315;
2315;3883;5,2915026;
2318;3035;3,8729833;
2318;3222;3,8729833;
2319;3627;3,1622777;
2320;2807;4,4721360;
2320;3094;4,5825757;
2320;3917;4,2426407;
2321;2753;4,3588989;
2321;2929;4,4721360;
2322;2467;4,0000000;
2322;3321;4,1231056;
2323;2640;5,2915026;
2323;3387;3,4641016;
2324;2491;3,8729833;
2325;2640;4,1231056;
2325;3493;4,2426407;
2326;3763;3,3166248;
2327;2895;4,2426407;
2327;3502;4,1231056;
2327;3652;3,8729833;
2328;2932;3,6055513;
2328;3625;4,4721360;
2329;2458;4,1231056;
2329;3812;3,7416574;
2330;3062;3,4641016;
2330;3569;3,7416574;
2331;3057;4,2426407;
2332;2695;4,6904158;
2332;3800;3,8729833;
2333;2517;4,1231056;
2333;3308;4,5825757;
2333;3388;4,3588989;
2333;3488;2,6457513;
2333;3570;4,1231056;
2333;3840;4,5825757;
2334;2999;5,0000000;
2334;3098;4,5825757;
2334;3427;4,7958315;
2335;3377;3,3166248;
2336;2902;4,2426407;
2337;2935;3,3166248;
2338;3460;4,2426407;
2339;2755;4,2426407;
2339;3967;3,1622777;
2340;3643;3,0000000;
2342;2597;3,7416574;
2344;2804;3,0000000;
2344;3371;3,7416574;
2345;3050;3,8729833;
2345;3992;3,3166248;
2346;3144;3,6055513;
2346;3416;4,1231056;
2346;3813;4,1231056;
2346;3834;3,0000000;
2347;2574;4,2426407;
2347;2806;4,3588989;
2347;3835;4,3588989;
2348;3911;4,3588989;
2349;2425;4,1231056;
2349;2607;3,8729833;
2349;3024;3,7416574;
2349;3304;4,2426407;
2349;3917;3,6055513;
2350;2544;3,1622777;
2351;2398;3,3166248;
2352;2364;3,1622777;
2352;2372;4,2426407;
2352;2873;3,3166248;
2352;3661;4,1231056;
2352;3790;4,2426407;
2353;2815;3,8729833;
2354;2549;3,7416574;
2354;2577;3,0000000;
2354;3915;3,7416574;
2355;3455;3,4641016;
2356;2693;3,8729833;
2357;2364;4,1231056;
2357;2562;3,7416574;
2358;3436;4,5825757;
2359;2837;3,6055513;
2359;3629;3,4641016;
2360;2771;3,3166248;
2361;2437;3,0000000;
2361;3542;3,7416574;
2362;3808;4,2426407;
2364;2736;3,4641016;
2364;3071;3,4641016;
2365;3490;3,6055513;
2366;2961;4,6904158;
2366;3093;4,4721360;
2366;3168;3,6055513;
2366;3650;4,3588989;
2367;2832;3,6055513;
2367;3975;4,1231056;
2368;2635;3,1622777;
2368;3653;3,1622777;
2369;2574;4,1231056;
2369;2917;3,7416574;
2370;3089;3,6055513;
2370;3292;4,1231056;
2370;3598;4,3588989;
2371;3561;3,7416574;
2371;3834;3,7416574;
2372;2454;4,1231056;
2372;3107;4,3588989;
2372;3574;3,6055513;
2372;3674;4,2426407;
2374;2704;3,3166248;
2374;3352;3,6055513;
2374;3388;4,7958315;
2375;3407;3,1622777;
2375;3530;3,3166248;
2376;2987;3,4641016;
2376;3962;4,3588989;
2377;2907;3,8729833;
2377;3385;3,4641016;
2377;3922;3,0000000;
2377;3987;3,1622777;
2378;2675;3,8729833;
2378;2814;3,4641016;
2378;2869;3,8729833;
2378;2900;4,1231056;
2378;3361;3,7416574;
2379;2392;3,6055513;
2379;3475;4,3588989;
2380;2438;3,8729833;
2380;3801;3,0000000;
2381;3196;4,2426407;
2381;3214;4,7958315;
2381;3892;3,6055513;
2381;3919;4,1231056;
2384;3341;4,8989795;
2384;3663;4,5825757;
2384;3738;3,6055513;
2385;3478;4,3588989;
2386;2744;3,8729833;
2386;2818;4,3588989;
2387;3178;4,1231056;
2387;3286;3,8729833;
2389;2823;3,6055513;
2389;3619;4,0000000;
2390;2847;3,7416574;
2390;3196;4,0000000;
2390;3303;4,8989795;
2390;3682;4,4721360;
2390;3919;4,3588989;
2391;2556;3,8729833;
2392;2928;3,8729833;
2392;3431;4,0000000;
2393;2624;3,3166248;
2393;2754;3,0000000;
2393;2906;3,7416574;
2394;2555;4,0000000;
2394;3564;3,7416574;
2396;3125;3,8729833;
2396;3271;3,8729833;
2396;3562;3,6055513;
2396;3774;3,8729833;
2397;3551;3,8729833;
2397;3946;2,6457513;
2398;2428;4,2426407;
2398;2945;3,7416574;
2398;3259;4,1231056;
2398;3329;4,2426407;
2398;3924;3,3166248;
2399;3112;4,2426407;
2400;3159;3,0000000;
2400;3337;4,4721360;
2403;3030;3,6055513;
2403;3174;4,0000000;
2404;2939;3,4641016;
2404;3014;3,3166248;
2404;3024;3,4641016;
2404;3779;3,6055513;
2405;2908;4,4721360;
2405;3517;4,4721360;
2406;3457;4,0000000;
2406;3588;3,7416574;
2408;2767;2,6457513;
2408;3203;4,3588989;
2408;3574;3,1622777;
2409;2965;4,3588989;
2410;2723;4,0000000;
2410;3719;3,7416574;
2410;3944;3,6055513;
2411;3998;3,8729833;
2412;3029;4,0000000;
2412;3148;3,8729833;
2412;3320;3,8729833;
2413;2636;4,1231056;
2413;3088;4,7958315;
2414;3240;3,1622777;
2416;3540;4,8989795;
2416;3888;3,3166248;
2417;2598;4,4721360;
2417;2883;4,1231056;
2417;3048;4,3588989;
2418;3757;3,4641016;
2418;3892;3,1622777;
2419;3013;3,4641016;
2421;2889;4,4721360;
2422;2946;3,4641016;
2422;3100;4,3588989;
2422;3555;4,3588989;
2422;3972;4,0000000;
2422;3988;4,4721360;
2423;3382;3,4641016;
2423;3633;4,0000000;
2424;2646;3,8729833;
2425;2708;3,7416574;
2425;2728;4,5825757;
2425;3282;4,4721360;
2425;3348;4,5825757;
2425;3625;4,5825757;
2426;2495;3,7416574;
2426;2864;3,6055513;
2426;3032;3,7416574;
2427;2573;3,8729833;
2427;2574;3,3166248;
2427;2702;4,3588989;
2427;3393;3,0000000;
2429;3977;3,7416574;
2430;2468;4,5825757;
2431;3748;4,8989795;
2431;3791;4,2426407;
2432;2884;3,1622777;
2432;3376;4,0000000;
2432;3855;2,8284271;
2433;2444;3,3166248;
2433;2931;4,3588989;
2433;3688;4,0000000;
2434;3047;3,3166248;
2434;3469;3,6055513;
2434;3686;2,8284271;
2434;3879;3,7416574;
2436;3467;4,1231056;
2437;2690;5,0990195;
2437;2805;4,2426407;
2438;3365;4,3588989;
2440;2898;4,0000000;
2440;3192;3,3166248;
2440;3194;3,7416574;
2441;2651;4,5825757;
2441;3249;3,1622777;
2441;3706;4,6904158;
2441;3935;4,0000000;
2442;3306;3,6055513;
2442;3374;3,3166248;
2442;3630;3,1622777;
2442;3866;2,2360680;
2443;3304;3,3166248;
2443;3672;4,5825757;
2444;3804;3,6055513;
2445;2737;2,8284271;
2445;3338;3,0000000;
2445;3482;4,4721360;
2445;3715;3,1622777;
2446;3019;4,1231056;
2446;3055;3,1622777;
2446;3316;4,3588989;
2446;3891;4,3588989;
2447;3713;5,0000000;
2447;3984;4,4721360;
2448;2527;3,8729833;
2448;2529;3,7416574;
2449;2593;3,6055513;
2449;3127;4,3588989;
2449;3222;4,4721360;
2451;2580;3,8729833;
2451;2815;4,1231056;
2452;3077;4,6904158;
2453;2562;4,1231056;
2453;3359;4,0000000;
2454;3561;3,7416574;
2454;3846;2,6457513;
2454;3885;3,6055513;
2455;2864;3,8729833;
2455;3799;3,8729833;
2456;2602;3,4641016;
2456;3243;3,4641016;
2456;3653;3,7416574;
2457;2953;3,3166248;
2457;3190;3,7416574;
2458;3615;3,7416574;
2458;3899;4,4721360;
2459;2613;4,0000000;
2459;2806;4,3588989;
2460;3095;4,1231056;
2460;3591;3,4641016;
2461;2951;3,4641016;
2461;3034;3,4641016;
2463;2976;3,3166248;
2464;2776;4,1231056;
2464;3666;3,8729833;
2465;2658;4,0000000;
2465;2947;3,8729833;
2466;3530;4,3588989;
2466;3567;4,4721360;
2467;2753;3,6055513;
2467;3033;3,0000000;
2467;3631;3,7416574;
2469;3679;3,6055513;
2469;3893;4,3588989;
2470;3284;4,2426407;
2471;2528;4,0000000;
2471;2741;4,3588989;
2471;3641;4,4721360;
2472;2644;4,1231056;
2472;3555;3,3166248;
2473;3969;4,3588989;
2475;3725;4,4721360;
2476;3889;3,0000000;
2477;3007;3,6055513;
2477;3206;3,7416574;
2477;3406;3,7416574;
2478;2646;3,6055513;
2478;3799;4,6904158;
2479;2989;3,7416574;
2479;3722;4,0000000;
2479;3877;4,3588989;
2480;3272;3,1622777;
2480;3490;2,2360680;
2480;3916;3,4641016;
2481;2503;3,4641016;
2481;2998;4,2426407;
2481;3385;2,4494897;
2483;3135;4,0000000;
2483;3362;4,3588989;
2485;3879;4,3588989;
2486;3724;4,1231056;
2486;3792;3,4641016;
2486;3908;3,7416574;
2487;2552;3,4641016;
2487;2719;3,8729833;
2487;3225;4,2426407;
2487;3741;4,4721360;
2489;2959;3,4641016;
2490;2674;2,8284271;
2490;3836;4,2426407;
2490;3863;4,0000000;
2491;2901;4,1231056;
2491;2902;4,1231056;
2491;3056;3,3166248;
2491;3250;3,4641016;
2493;2513;3,7416574;
2493;3218;3,1622777;
2493;3237;4,4721360;
2493;3828;4,2426407;
2494;3520;2,6457513;
2496;3298;2,8284271;
2496;3900;3,3166248;
2497;3404;3,7416574;
2497;3940;4,1231056;
2498;2515;4,4721360;
2498;2857;4,1231056;
2499;3055;4,5825757;
2499;3513;4,3588989;
2499;3774;4,0000000;
2500;3099;4,1231056;
2501;2783;4,3588989;
2501;3086;3,1622777;
2502;2897;4,0000000;
2502;3073;2,2360680;
2502;3118;3,7416574;
2503;2881;3,7416574;
2503;3475;3,3166248;
2504;3274;2,8284271;
2505;2558;3,8729833;
2505;2612;3,6055513;
2505;3145;4,3588989;
2506;2958;3,0000000;
2506;3518;4,3588989;
2506;3971;3,6055513;
2507;3542;4,2426407;
2509;2616;3,3166248;
2509;3429;3,6055513;
2510;3298;3,6055513;
2511;2848;4,4721360;
2511;3113;3,7416574;
2511;3829;4,3588989;
2512;3684;4,8989795;
2512;3696;3,4641016;
2512;3861;4,0000000;
2512;3917;4,3588989;
2513;2677;4,3588989;
2513;3694;3,6055513;
2513;3755;4,0000000;
2513;3960;4,0000000;
2514;3090;3,8729833;
2515;3266;2,6457513;
2518;2727;2,6457513;
2519;3671;2,8284271;
2520;3821;2,8284271;
2521;3978;2,8284271;
2522;2994;4,2426407;
2522;3951;4,2426407;
2523;2631;3,0000000;
2523;3156;3,7416574;
2523;3764;3,0000000;
2524;3186;3,6055513;
2524;3328;3,7416574;
2525;2596;3,6055513;
2527;3345;4,0000000;
2527;3372;4,5825757;
2528;2811;3,3166248;
2529;3081;4,1231056;
2530;2892;4,0000000;
2530;3160;2,2360680;
2530;3655;3,8729833;
2531;2745;4,0000000;
2531;3552;2,6457513;
2532;3292;4,4721360;
2532;3778;4,7958315;
2533;3502;3,7416574;
2535;2867;4,3588989;
2535;2994;3,0000000;
2536;3172;4,7958315;
2537;3274;4,1231056;
2538;3103;4,8989795;
2539;3667;4,1231056;
2540;2622;2,8284271;
2542;3224;2,4494897;
2542;3737;3,8729833;
2543;3640;4,0000000;
2544;2545;4,2426407;
2544;3850;3,7416574;
2545;3264;4,0000000;
2546;2682;4,3588989;
2546;3035;4,5825757;
2546;3231;4,0000000;
2547;3706;3,3166248;
2547;3929;4,3588989;
2547;3935;4,1231056;
2548;3378;3,7416574;
2548;3922;4,1231056;
2549;2761;3,8729833;
2549;3984;3,8729833;
2550;3340;4,2426407;
2551;3825;3,7416574;
2553;3518;3,7416574;
2554;2826;3,1622777;
2555;2559;4,1231056;
2556;2725;3,8729833;
2556;3409;3,4641016;
2557;3215;3,7416574;
2557;3314;3,0000000;
2557;3431;3,7416574;
2558;2632;4,6904158;
2558;2974;4,5825757;
2559;3846;3,7416574;
2560;2661;3,0000000;
2560;3383;3,7416574;
2561;2999;3,7416574;
2561;3019;4,1231056;
2561;3536;4,1231056;
2562;3414;3,6055513;
2562;3569;3,8729833;
2563;2620;4,0000000;
2564;3588;3,8729833;
2564;3658;3,6055513;
2565;3216;3,6055513;
2566;3182;3,7416574;
2567;2923;3,0000000;
2567;3556;3,3166248;
2568;2877;3,7416574;
2568;3868;4,1231056;
2569;2918;2,4494897;
2569;3527;4,0000000;
2570;3096;4,3588989;
2570;3832;4,3588989;
2571;3931;4,3588989;
2572;3463;3,6055513;
2572;3605;3,7416574;
2573;3796;3,8729833;
2573;3842;4,7958315;
2575;2586;4,2426407;
2576;3365;3,0000000;
2577;2647;3,7416574;
2577;2953;4,3588989;
2577;3932;4,0000000;
2578;3231;3,1622777;
2579;2976;4,1231056;
2579;3270;4,1231056;
2580;2857;3,7416574;
2581;2789;3,6055513;
2582;2802;3,8729833;
2583;3652;4,3588989;
2584;3161;3,1622777;
2584;3214;4,3588989;
2584;3513;3,7416574;
2586;2712;3,1622777;
2586;3122;4,0000000;
2586;3540;3,4641016;
2588;3864;4,6904158;
2589;3190;4,8989795;
2589;3800;4,2426407;
2590;2754;4,1231056;
2590;3643;3,4641016;
2590;3661;2,6457513;
2591;2828;3,4641016;
2592;3215;3,7416574;
2592;3266;1,4142136;
