RNGSource;RNGTarget;RNGDistance;
541;1714;3,7416574;
541;2295;3,1622777;
541;3198;3,7416574;
541;3955;3,0000000;
542;905;3,8729833;
542;1355;3,8729833;
542;1547;4,2426407;
542;2011;4,1231056;
542;2149;4,0000000;
543;619;3,0000000;
543;3625;2,4494897;
544;653;3,4641016;
544;738;4,5825757;
544;1331;4,6904158;
544;1541;3,4641016;
544;2116;4,1231056;
544;2500;2,8284271;
544;3914;4,1231056;
545;566;3,7416574;
545;672;4,1231056;
545;984;3,0000000;
545;2821;3,0000000;
545;3117;4,0000000;
545;3351;4,0000000;
545;3607;4,0000000;
546;785;3,8729833;
546;1695;2,8284271;
546;1824;4,2426407;
547;603;3,8729833;
547;1314;3,7416574;
547;3327;3,8729833;
547;3861;4,1231056;
548;1223;3,3166248;
548;2635;3,7416574;
548;3411;2,6457513;
549;851;3,3166248;
549;1048;4,0000000;
549;1253;3,8729833;
549;3685;4,4721360;
550;2179;3,7416574;
550;3547;4,1231056;
550;3550;4,6904158;
550;3927;3,6055513;
550;3976;3,8729833;
550;3987;3,3166248;
551;865;4,4721360;
551;1228;4,8989795;
551;1931;4,2426407;
551;3195;3,7416574;
552;3913;3,4641016;
553;576;3,0000000;
553;1189;3,6055513;
553;1745;3,3166248;
553;1950;3,4641016;
553;2529;2,6457513;
553;2693;2,6457513;
553;2733;3,6055513;
553;3424;3,6055513;
553;3663;4,0000000;
554;3514;3,7416574;
554;3870;4,0000000;
555;889;3,4641016;
555;896;3,8729833;
556;1190;4,3588989;
556;3966;4,4721360;
557;2027;2,2360680;
557;2144;4,5825757;
557;2457;4,0000000;
557;2577;3,1622777;
557;3741;3,4641016;
558;1588;4,4721360;
558;2725;2,8284271;
558;2804;3,4641016;
559;2007;3,6055513;
559;3262;2,6457513;
560;823;3,3166248;
560;1681;3,1622777;
560;1817;3,3166248;
561;2232;3,8729833;
561;3783;4,5825757;
561;3895;3,8729833;
562;703;4,1231056;
562;719;4,4721360;
562;1318;3,7416574;
563;2370;3,3166248;
563;3361;2,8284271;
564;1433;3,7416574;
564;2404;3,6055513;
564;2476;3,0000000;
564;3725;4,0000000;
564;3962;4,3588989;
565;606;3,1622777;
565;968;3,8729833;
565;3897;4,0000000;
565;3907;3,3166248;
566;576;4,4721360;
566;1696;3,7416574;
566;2777;4,1231056;
567;2628;3,4641016;
567;3209;4,0000000;
567;3210;4,2426407;
568;1548;4,3588989;
568;3176;3,8729833;
568;3377;3,6055513;
569;1554;4,3588989;
569;3202;3,7416574;
569;3433;3,8729833;
570;716;4,2426407;
570;2315;3,7416574;
570;2473;4,4721360;
570;2810;4,5825757;
571;1694;3,4641016;
571;2519;4,1231056;
571;2553;4,1231056;
571;3199;4,0000000;
571;3307;4,2426407;
571;3561;2,8284271;
571;3834;3,4641016;
572;618;4,1231056;
572;3597;4,1231056;
573;1900;3,8729833;
573;2131;4,3588989;
573;3668;3,3166248;
573;3833;3,3166248;
574;1283;4,1231056;
574;3563;3,6055513;
575;1386;3,3166248;
575;3167;3,8729833;
576;1236;3,8729833;
576;3363;4,2426407;
577;1621;3,4641016;
577;1690;4,1231056;
577;2331;4,4721360;
578;709;4,3588989;
578;1336;3,0000000;
579;1996;3,8729833;
579;2850;4,5825757;
580;2469;4,3588989;
581;2024;4,4721360;
581;2599;3,6055513;
581;3191;3,8729833;
581;3466;4,3588989;
582;2401;3,6055513;
582;2552;3,3166248;
582;3228;4,4721360;
582;3800;3,3166248;
582;3833;4,4721360;
583;1235;4,6904158;
583;1477;4,6904158;
583;2270;3,8729833;
583;2640;4,2426407;
583;3706;4,1231056;
584;1054;4,1231056;
584;1272;3,8729833;
584;3968;4,4721360;
584;3972;3,4641016;
585;721;3,3166248;
585;1921;4,0000000;
586;1321;3,8729833;
586;1590;2,6457513;
586;1903;4,1231056;
586;1984;4,0000000;
586;2104;3,6055513;
586;2129;4,0000000;
586;2432;3,0000000;
587;1246;3,0000000;
587;2503;3,6055513;
587;3419;3,8729833;
587;3848;4,1231056;
588;774;4,5825757;
588;1313;4,8989795;
588;1951;4,1231056;
588;3357;4,4721360;
589;1009;4,0000000;
589;1279;4,3588989;
589;1604;3,3166248;
589;2079;3,8729833;
589;3289;4,4721360;
589;3523;4,4721360;
589;3631;4,7958315;
590;629;3,3166248;
590;903;4,5825757;
590;1599;3,0000000;
590;1867;4,6904158;
591;791;4,2426407;
591;1994;3,3166248;
591;2240;3,8729833;
592;1769;4,0000000;
592;1878;3,1622777;
592;2189;2,8284271;
592;2289;3,7416574;
592;3664;2,8284271;
593;2316;3,8729833;
593;2544;4,2426407;
593;2645;4,3588989;
594;1691;4,1231056;
594;2423;4,0000000;
594;2612;4,1231056;
594;3136;4,3588989;
594;3137;3,6055513;
594;3156;3,6055513;
594;3476;3,7416574;
595;704;3,7416574;
595;954;3,6055513;
595;2631;3,0000000;
596;2919;3,1622777;
596;3637;4,1231056;
596;3933;3,4641016;
597;974;3,4641016;
597;2658;3,6055513;
597;2722;3,7416574;
597;2808;3,0000000;
597;3276;4,1231056;
597;3582;3,1622777;
598;2744;3,7416574;
598;3105;3,4641016;
598;3252;4,1231056;
598;3545;3,8729833;
599;2090;4,1231056;
599;2552;4,1231056;
599;3600;4,2426407;
599;3817;4,2426407;
600;1632;3,7416574;
600;1698;4,1231056;
600;3053;4,2426407;
600;3281;5,2915026;
601;1889;4,5825757;
601;1944;4,4721360;
601;3177;3,4641016;
602;1090;3,4641016;
602;1338;3,0000000;
602;1445;3,6055513;
602;1640;4,1231056;
602;1656;3,8729833;
602;2215;3,6055513;
602;2649;4,2426407;
602;2673;4,0000000;
602;3728;3,4641016;
602;3985;3,6055513;
603;806;3,7416574;
603;1785;4,2426407;
604;1119;2,8284271;
604;1286;3,0000000;
604;1325;4,1231056;
605;1525;3,4641016;
605;1844;4,1231056;
605;2014;4,7958315;
605;3619;4,0000000;
606;1085;4,1231056;
606;1368;3,4641016;
606;3496;2,8284271;
607;820;4,1231056;
607;3066;3,7416574;
607;3793;4,7958315;
608;2669;4,4721360;
608;3141;3,7416574;
609;1945;3,7416574;
609;2444;2,6457513;
610;1912;4,2426407;
610;3487;3,8729833;
610;3716;2,6457513;
611;2010;3,7416574;
611;2168;4,1231056;
611;2598;4,0000000;
611;3652;2,2360680;
611;3900;3,6055513;
612;1096;4,4721360;
612;1744;4,4721360;
612;3187;3,1622777;
613;620;3,7416574;
613;697;4,4721360;
613;2198;4,5825757;
613;2874;3,4641016;
613;3467;3,0000000;
614;1279;3,4641016;
614;2429;4,3588989;
614;3447;4,0000000;
614;3682;3,7416574;
615;806;3,8729833;
615;1179;3,4641016;
615;2134;3,8729833;
615;2774;4,0000000;
615;3683;4,1231056;
616;1927;3,4641016;
616;2501;2,6457513;
617;3615;4,1231056;
618;1541;4,5825757;
618;1748;3,8729833;
619;1237;3,0000000;
619;1471;2,6457513;
619;1746;3,1622777;
619;2500;4,3588989;
620;977;4,3588989;
620;1314;3,8729833;
620;3327;4,0000000;
621;1094;3,6055513;
621;1153;3,8729833;
621;2249;4,0000000;
621;3887;3,4641016;
621;3988;4,1231056;
622;927;3,6055513;
622;3354;3,8729833;
623;1505;3,4641016;
623;1840;4,1231056;
623;2671;3,1622777;
623;2795;3,6055513;
623;3408;3,0000000;
624;3215;3,1622777;
624;3491;3,6055513;
624;3856;3,6055513;
625;948;3,8729833;
625;1451;3,3166248;
625;3051;4,0000000;
625;3340;3,4641016;
626;3173;4,1231056;
626;3211;3,3166248;
626;3717;3,7416574;
626;3718;3,0000000;
627;1935;3,6055513;
627;2466;3,8729833;
627;2563;3,6055513;
627;3082;3,8729833;
627;3921;4,1231056;
628;2614;4,8989795;
628;2826;3,7416574;
629;719;4,0000000;
629;1512;3,8729833;
629;2075;3,8729833;
629;2165;4,0000000;
629;2670;4,2426407;
630;1721;5,0000000;
630;1796;4,5825757;
630;2257;4,4721360;
630;2316;4,3588989;
630;2545;4,2426407;
631;831;4,1231056;
631;2023;2,4494897;
631;2366;4,2426407;
631;3247;4,3588989;
631;3538;3,1622777;
631;3835;2,2360680;
632;1349;3,7416574;
632;2016;4,2426407;
632;2377;3,7416574;
632;2574;3,7416574;
632;3312;3,3166248;
633;1047;3,1622777;
633;1055;4,4721360;
633;1530;3,0000000;
633;2327;4,1231056;
633;2328;4,4721360;
633;2748;4,1231056;
634;1767;4,0000000;
634;2094;4,0000000;
634;2818;3,8729833;
635;1790;3,8729833;
635;2294;4,2426407;
636;748;2,8284271;
636;1143;4,1231056;
636;2139;4,1231056;
636;2520;3,6055513;
636;3484;4,7958315;
637;1432;2,8284271;
637;3531;4,6904158;
637;3555;3,8729833;
638;3053;4,0000000;
638;3712;3,7416574;
639;733;4,1231056;
639;975;4,2426407;
639;2144;3,7416574;
639;2429;4,4721360;
639;2832;4,5825757;
639;3463;3,6055513;
639;3903;3,8729833;
640;1141;4,3588989;
640;1767;3,4641016;
640;2596;3,6055513;
640;3428;3,7416574;
641;1093;3,8729833;
641;1281;3,4641016;
641;2078;3,4641016;
641;2097;3,7416574;
641;2570;3,3166248;
642;1359;4,0000000;
642;1996;3,8729833;
642;3500;4,2426407;
643;985;3,1622777;
643;1591;4,8989795;
643;1956;4,5825757;
643;2296;4,8989795;
643;3490;4,4721360;
644;710;4,2426407;
644;967;4,5825757;
644;1615;4,3588989;
644;1766;5,2915026;
644;2198;3,4641016;
644;3084;5,0990195;
644;3789;4,1231056;
645;1500;3,6055513;
645;3273;4,5825757;
645;3485;4,0000000;
646;1216;3,3166248;
646;1429;1,4142136;
647;687;4,1231056;
647;743;3,6055513;
647;1148;4,5825757;
647;1955;3,4641016;
648;1323;3,6055513;
648;1984;3,6055513;
648;2007;3,4641016;
648;2104;3,4641016;
648;2575;3,8729833;
648;3234;4,1231056;
648;3262;3,1622777;
649;1730;4,7958315;
650;741;3,3166248;
650;861;3,6055513;
650;1122;3,1622777;
650;2459;4,0000000;
650;2469;3,8729833;
651;1117;4,1231056;
651;1514;3,1622777;
651;3237;3,4641016;
651;3321;4,1231056;
652;2005;4,2426407;
652;2061;3,1622777;
652;2227;3,7416574;
652;3002;2,2360680;
653;1530;4,1231056;
653;2932;4,3588989;
653;2956;2,6457513;
653;3832;4,5825757;
654;695;3,8729833;
654;1158;4,0000000;
654;2555;3,6055513;
655;1802;3,7416574;
655;2477;3,6055513;
655;2800;3,6055513;
656;2272;2,4494897;
656;2520;2,2360680;
657;1194;3,4641016;
657;2442;3,4641016;
657;2854;3,8729833;
657;3675;2,4494897;
658;837;4,4721360;
658;1930;4,3588989;
658;2580;3,7416574;
658;3147;3,6055513;
658;3392;3,7416574;
658;3462;3,8729833;
658;3951;3,7416574;
659;1588;4,1231056;
659;2328;4,4721360;
659;2584;4,2426407;
660;1860;3,4641016;
660;2343;3,6055513;
660;2937;4,0000000;
660;3720;3,6055513;
660;3939;3,6055513;
661;1317;4,2426407;
661;2009;3,4641016;
661;2654;4,1231056;
661;3359;4,0000000;
661;3664;2,8284271;
662;1490;4,0000000;
662;1693;3,3166248;
662;2468;4,4721360;
663;983;4,2426407;
663;1061;3,4641016;
663;3157;3,3166248;
664;3406;3,0000000;
665;1304;4,4721360;
665;2131;4,2426407;
665;2998;4,6904158;
666;2692;3,0000000;
667;1418;2,6457513;
667;1744;4,2426407;
668;1021;4,2426407;
668;1596;3,6055513;
668;2090;3,6055513;
669;2226;4,6904158;
669;2901;3,6055513;
669;3056;3,3166248;
669;3259;3,7416574;
670;1106;4,4721360;
670;2393;3,7416574;
670;3698;3,1622777;
671;1236;4,3588989;
671;1344;3,1622777;
671;1950;3,8729833;
671;1965;3,1622777;
671;2210;3,7416574;
671;3797;3,3166248;
672;946;4,1231056;
672;1416;3,8729833;
672;1630;4,5825757;
672;2405;3,0000000;
672;2436;3,6055513;
672;2448;3,6055513;
673;1463;4,0000000;
673;1791;4,2426407;
673;1872;5,0000000;
673;1875;4,0000000;
674;2655;3,7416574;
674;2983;3,7416574;
674;3396;4,0000000;
674;3612;4,1231056;
674;3707;4,2426407;
675;894;3,4641016;
675;1890;4,4721360;
675;3408;4,3588989;
676;1607;4,2426407;
676;1646;3,1622777;
676;1696;3,3166248;
676;3578;3,1622777;
676;3704;4,1231056;
676;3802;3,0000000;
677;1159;3,7416574;
677;2346;4,7958315;
677;3169;3,8729833;
678;1638;4,0000000;
678;2407;4,6904158;
678;3572;4,3588989;
678;3726;4,3588989;
678;3879;4,4721360;
679;1038;4,1231056;
679;2388;2,8284271;
680;781;4,1231056;
680;2983;2,8284271;
680;3466;4,3588989;
680;3478;2,4494897;
680;3612;4,5825757;
681;738;4,3588989;
681;1576;3,4641016;
681;1691;4,0000000;
681;2275;3,8729833;
681;3145;4,0000000;
681;3921;4,1231056;
682;1323;3,1622777;
682;2432;3,6055513;
683;774;4,3588989;
683;1325;3,3166248;
683;2151;4,1231056;
683;2519;3,8729833;
683;3587;4,1231056;
684;991;3,6055513;
684;1518;4,6904158;
684;2041;3,8729833;
684;2891;3,4641016;
684;3375;3,6055513;
685;842;4,3588989;
685;1788;3,6055513;
685;1917;3,6055513;
685;3336;3,4641016;
685;3445;3,7416574;
686;1233;1,7320508;
686;1680;3,3166248;
686;2088;4,4721360;
687;1261;4,2426407;
687;2203;2,8284271;
687;2853;4,0000000;
687;3949;4,1231056;
688;1364;3,7416574;
688;1695;3,1622777;
688;3197;3,8729833;
688;3371;3,3166248;
689;1157;4,3588989;
689;1388;4,1231056;
689;2946;4,8989795;
690;1022;3,3166248;
690;1308;4,3588989;
690;2097;3,1622777;
690;3213;3,4641016;
690;3708;3,8729833;
690;3944;3,8729833;
690;3981;4,2426407;
691;740;4,1231056;
691;1831;4,6904158;
691;2237;4,5825757;
691;2466;3,6055513;
691;2598;4,1231056;
691;2611;3,6055513;
691;3934;3,8729833;
692;1437;4,0000000;
692;2002;3,4641016;
692;2483;3,7416574;
692;3087;3,6055513;
693;904;3,1622777;
693;2554;3,6055513;
693;3554;4,1231056;
693;3799;4,4721360;
693;3866;2,8284271;
694;2473;4,8989795;
694;2979;2,4494897;
694;3161;3,3166248;
695;1251;4,2426407;
695;2394;3,1622777;
695;3459;4,4721360;
696;2110;3,6055513;
696;2143;3,4641016;
696;2656;3,7416574;
696;3106;4,2426407;
696;3118;3,8729833;
697;1630;4,6904158;
697;1762;3,8729833;
697;3354;3,7416574;
697;3683;3,7416574;
697;3782;4,3588989;
698;2033;4,1231056;
698;2052;4,1231056;
698;3587;3,0000000;
699;1665;3,7416574;
699;2238;3,7416574;
699;2306;4,4721360;
699;2468;4,1231056;
699;2987;4,1231056;
699;3243;4,3588989;
699;3475;3,4641016;
700;824;3,0000000;
700;2861;4,1231056;
700;2918;3,6055513;
700;3593;4,2426407;
700;3922;3,3166248;
701;830;3,6055513;
701;1790;3,7416574;
701;2043;4,0000000;
701;2941;3,7416574;
702;2688;4,6904158;
702;3854;2,8284271;
703;2750;3,1622777;
704;2359;3,7416574;
704;2889;2,4494897;
704;3919;4,3588989;
705;1225;2,8284271;
705;1549;2,6457513;
705;3059;4,4721360;
705;3697;4,5825757;
706;1043;4,3588989;
706;3643;3,7416574;
707;2684;3,7416574;
707;3243;4,6904158;
707;3533;3,7416574;
707;3958;3,8729833;
708;1537;4,4721360;
708;1605;3,0000000;
709;1329;3,8729833;
709;1995;4,0000000;
709;2358;4,4721360;
709;2532;3,3166248;
710;1767;4,5825757;
710;3526;4,4721360;
710;3627;3,1622777;
711;1108;4,7958315;
711;2083;4,0000000;
711;2813;5,0990195;
711;2872;4,2426407;
711;3259;4,0000000;
711;3280;3,6055513;
712;1022;4,0000000;
712;1568;4,3588989;
712;1616;3,7416574;
712;1990;3,4641016;
713;1012;6,0827625;
713;1304;3,8729833;
713;1927;3,7416574;
713;2054;4,8989795;
713;3033;3,0000000;
714;926;3,8729833;
714;1164;4,2426407;
714;1445;3,0000000;
714;2227;4,2426407;
714;2394;4,1231056;
714;3484;3,7416574;
714;3852;3,8729833;
715;804;4,3588989;
715;1247;4,3588989;
715;1387;3,6055513;
715;3223;3,0000000;
715;3387;4,0000000;
716;2947;3,7416574;
716;3563;4,1231056;
717;1963;4,0000000;
717;2234;4,2426407;
717;3402;4,0000000;
717;3561;4,6904158;
717;3632;3,4641016;
718;1876;4,5825757;
718;3665;4,8989795;
718;3765;4,5825757;
719;2470;3,8729833;
719;2750;3,8729833;
720;972;3,4641016;
720;1430;3,8729833;
720;1521;3,7416574;
720;1652;4,0000000;
720;2166;4,0000000;
720;2922;4,3588989;
720;3058;4,1231056;
720;3509;3,8729833;
721;733;3,1622777;
721;966;3,4641016;
721;2072;4,0000000;
721;2980;4,3588989;
722;790;3,4641016;
722;2763;4,3588989;
722;3404;2,8284271;
722;3639;2,4494897;
723;3031;4,5825757;
723;3369;3,1622777;
723;3489;4,2426407;
723;3672;3,4641016;
724;1907;4,0000000;
724;1953;4,1231056;
724;2705;4,5825757;
724;3270;4,5825757;
725;1528;3,7416574;
725;1954;3,8729833;
726;1463;3,0000000;
726;1903;3,6055513;
726;2326;3,4641016;
726;3260;4,4721360;
727;1668;3,7416574;
727;2623;3,8729833;
727;2846;4,2426407;
728;1645;3,1622777;
728;1770;3,8729833;
728;3612;4,1231056;
729;2525;3,3166248;
729;3337;4,0000000;
729;3759;3,0000000;
730;1684;3,6055513;
730;2460;4,4721360;
730;3621;3,1622777;
730;3791;2,2360680;
731;1342;3,8729833;
731;2676;3,8729833;
731;3080;3,3166248;
731;3173;3,8729833;
732;978;3,1622777;
732;1211;3,8729833;
732;2092;4,2426407;
732;2214;3,3166248;
732;2589;4,4721360;
732;2719;3,0000000;
733;933;3,6055513;
733;1972;3,1622777;
734;1263;4,4721360;
734;2720;3,0000000;
734;2866;3,1622777;
735;1467;3,3166248;
735;2770;4,1231056;
735;2995;4,0000000;
735;3146;3,0000000;
735;3246;3,7416574;
736;2947;3,8729833;
736;2979;3,6055513;
736;3384;4,1231056;
737;1030;4,1231056;
737;2266;3,6055513;
737;3406;3,4641016;
737;3557;4,2426407;
737;3853;3,6055513;
738;1748;4,1231056;
738;1935;4,0000000;
738;2423;3,4641016;
738;2523;4,1231056;
738;3099;3,4641016;
739;1928;4,3588989;
740;1308;3,0000000;
740;2477;3,6055513;
740;2570;3,8729833;
740;3082;3,7416574;
740;3392;4,3588989;
741;1276;3,4641016;
741;1497;3,1622777;
741;1906;3,1622777;
742;1073;4,2426407;
742;1684;3,4641016;
742;1706;4,0000000;
742;2466;3,4641016;
742;3619;2,6457513;
742;3734;3,4641016;
743;913;4,0000000;
743;1049;3,6055513;
743;1364;4,2426407;
743;1679;3,4641016;
743;3428;4,3588989;
744;812;3,8729833;
744;1335;4,3588989;
744;2518;2,8284271;
744;3164;3,0000000;
744;3271;2,6457513;
744;3276;4,4721360;
745;2231;4,8989795;
745;3046;4,5825757;
746;1466;3,1622777;
746;1548;4,4721360;
746;1894;3,7416574;
746;2899;3,1622777;
746;3141;3,4641016;
747;893;5,0990195;
747;988;4,1231056;
747;1327;4,2426407;
747;1693;4,2426407;
747;1922;4,0000000;
747;2809;4,0000000;
748;1041;4,5825757;
748;1129;3,4641016;
748;1305;4,4721360;
748;3392;3,6055513;
748;3676;4,1231056;
749;1052;3,8729833;
749;1069;3,6055513;
749;1175;2,6457513;
749;1961;4,0000000;
749;3294;4,1231056;
750;1867;4,2426407;
750;2037;4,1231056;
750;2053;3,8729833;
750;3131;4,0000000;
750;3815;3,4641016;
751;947;3,4641016;
751;1010;4,4721360;
751;2625;4,3588989;
751;2951;3,3166248;
751;3171;3,8729833;
751;3238;4,1231056;
752;1412;3,7416574;
752;2036;2,8284271;
752;2655;4,0000000;
752;3143;2,6457513;
752;3995;4,2426407;
753;2681;4,1231056;
753;3550;3,6055513;
753;3786;4,2426407;
754;945;4,4721360;
754;1941;2,6457513;
754;2310;3,8729833;
754;3138;4,1231056;
755;1204;3,7416574;
755;1309;4,1231056;
755;1381;4,0000000;
755;3330;3,8729833;
755;3807;3,6055513;
756;2951;3,6055513;
756;3238;3,8729833;
757;1519;3,0000000;
757;2606;4,1231056;
757;3396;3,8729833;
757;3444;4,1231056;
758;1406;3,6055513;
758;2479;4,1231056;
759;1174;2,6457513;
759;1629;3,7416574;
759;1689;4,2426407;
759;2215;3,3166248;
759;2395;3,7416574;
760;2845;4,4721360;
761;1465;3,3166248;
761;1912;3,1622777;
761;2286;3,4641016;
762;1110;3,3166248;
762;1151;3,7416574;
762;2204;4,1231056;
762;2529;3,1622777;
762;2650;3,6055513;
762;3635;3,7416574;
763;1875;3,1622777;
763;2326;3,6055513;
763;3830;3,1622777;
764;1768;3,1622777;
764;2690;4,3588989;
765;1680;4,0000000;
765;2838;3,3166248;
765;3771;3,6055513;
766;2597;3,7416574;
767;2486;3,7416574;
767;2562;4,2426407;
767;3674;4,1231056;
767;3702;4,0000000;
768;3762;4,7958315;
769;3419;3,8729833;
770;1972;4,1231056;
770;2185;4,2426407;
770;2980;4,0000000;
770;3702;3,1622777;
771;1054;4,2426407;
771;1714;3,3166248;
771;1880;4,3588989;
771;2803;4,1231056;
771;3038;4,5825757;
771;3048;4,1231056;
771;3060;3,8729833;
771;3148;3,7416574;
771;3491;4,2426407;
772;1090;4,1231056;
772;2338;3,7416574;
772;3857;3,7416574;
773;837;4,8989795;
773;1532;4,0000000;
773;2872;3,7416574;
773;3282;3,8729833;
773;3335;3,6055513;
774;1341;3,3166248;
774;2958;3,7416574;
775;944;2,4494897;
775;1041;4,5825757;
775;3477;3,1622777;
776;2664;4,7958315;
776;3114;4,2426407;
776;3514;4,0000000;
777;1128;3,7416574;
777;1840;3,4641016;
777;3145;4,5825757;
777;3757;3,1622777;
777;3776;3,3166248;
778;3001;3,3166248;
778;3128;3,4641016;
779;2926;3,8729833;
779;3729;4,3588989;
780;812;4,7958315;
780;1829;4,6904158;
780;2770;4,6904158;
780;3308;3,3166248;
781;1686;2,8284271;
781;2905;4,0000000;
781;3236;3,3166248;
782;2456;4,1231056;
782;2635;3,6055513;
783;1237;4,0000000;
783;2094;4,0000000;
783;2410;3,3166248;
783;3298;3,3166248;
783;3914;4,1231056;
784;2335;4,5825757;
784;2778;3,3166248;
784;3255;3,6055513;
785;1063;3,3166248;
785;1568;3,3166248;
785;2883;3,1622777;
785;2956;3,0000000;
785;2968;4,0000000;
785;3366;4,0000000;
786;1344;3,1622777;
786;1561;3,8729833;
786;2065;3,1622777;
786;2399;3,4641016;
786;2752;3,0000000;
787;794;3,7416574;
787;1135;4,5825757;
787;1505;3,4641016;
787;1701;3,3166248;
787;3403;3,7416574;
787;3617;3,7416574;
788;2665;4,2426407;
788;3401;4,5825757;
789;826;3,0000000;
789;2216;2,8284271;
789;2278;3,4641016;
789;3221;3,3166248;
790;2978;4,1231056;
790;2986;4,3588989;
791;1816;4,0000000;
792;1671;4,0000000;
792;2614;5,0000000;
792;2929;4,0000000;
793;1321;3,6055513;
793;1878;4,3588989;
793;2121;4,3588989;
793;3273;3,6055513;
793;3484;3,0000000;
794;1331;3,7416574;
794;2301;3,6055513;
795;929;3,8729833;
795;1298;4,0000000;
795;2023;4,3588989;
795;2075;3,7416574;
796;1226;4,7958315;
796;1517;3,8729833;
796;2890;3,6055513;
796;3186;4,3588989;
796;3805;4,1231056;
797;926;3,6055513;
797;1183;4,0000000;
797;2076;3,7416574;
798;856;4,0000000;
798;1179;3,6055513;
798;3111;3,4641016;
798;3728;4,2426407;
799;915;4,1231056;
799;1124;3,8729833;
799;1565;4,1231056;
799;3754;3,4641016;
800;841;4,4721360;
800;921;3,8729833;
800;968;3,7416574;
800;1360;4,2426407;
800;1792;3,8729833;
800;2374;4,2426407;
801;1269;4,3588989;
801;1293;3,8729833;
801;1455;4,0000000;
801;1756;4,5825757;
801;1855;4,1231056;
801;2137;4,3588989;
801;3627;4,3588989;
802;3193;3,3166248;
802;3365;3,4641016;
802;3570;4,1231056;
802;3832;3,3166248;
803;1316;3,4641016;
803;1582;3,3166248;
803;3004;4,2426407;
803;3209;4,0000000;
803;3649;4,2426407;
804;2185;3,7416574;
804;3967;4,3588989;
805;818;4,0000000;
805;1183;3,7416574;
805;1350;3,1622777;
805;2144;4,5825757;
805;2555;3,3166248;
805;2562;4,1231056;
805;3966;4,4721360;
806;1551;4,4721360;
806;1601;4,4721360;
806;2203;3,3166248;
806;2708;3,8729833;
807;1064;4,2426407;
808;2156;3,6055513;
809;2885;3,8729833;
809;3052;4,1231056;
809;3830;4,4721360;
810;904;3,6055513;
810;1124;3,4641016;
810;2058;3,4641016;
810;3400;4,2426407;
810;3963;4,1231056;
811;2041;4,1231056;
811;2542;3,3166248;
812;1257;4,2426407;
812;3044;3,3166248;
813;1820;3,7416574;
813;2447;4,0000000;
813;2626;3,4641016;
813;2915;3,6055513;
813;3794;3,1622777;
814;1831;4,1231056;
814;2237;3,7416574;
814;3320;4,0000000;
815;1107;4,2426407;
816;2114;3,0000000;
816;3388;3,4641016;
817;3273;3,4641016;
817;3454;3,1622777;
817;3855;2,4494897;
818;3375;4,2426407;
818;3632;3,0000000;
818;3690;4,0000000;
819;1397;4,1231056;
819;3066;4,2426407;
820;1603;4,2426407;
821;2799;3,4641016;
821;2848;4,1231056;
821;3940;3,3166248;
822;2427;3,1622777;
822;2998;3,8729833;
823;1658;3,0000000;
823;3288;3,6055513;
823;3527;3,6055513;
824;858;4,3588989;
824;1473;3,1622777;
824;2343;4,0000000;
824;2543;2,6457513;
824;2714;3,6055513;
824;2746;3,0000000;
824;3763;3,4641016;
825;1545;5,0000000;
825;2701;3,8729833;
826;1575;4,1231056;
826;2454;3,8729833;
826;3574;4,1231056;
826;3766;3,4641016;
826;3931;4,0000000;
827;1352;4,2426407;
827;1669;4,6904158;
827;2360;3,4641016;
827;2483;4,6904158;
827;2516;4,0000000;
827;3158;4,4721360;
828;1781;3,7416574;
828;2213;4,1231056;
829;2252;4,1231056;
829;2831;4,5825757;
829;3006;4,6904158;
829;3776;3,0000000;
830;936;4,1231056;
830;1162;3,7416574;
830;1199;4,1231056;
830;1895;4,1231056;
830;3841;4,0000000;
830;3868;3,8729833;
831;1466;3,4641016;
831;1632;4,2426407;
831;1963;4,1231056;
831;3269;4,0000000;
832;931;4,2426407;
832;1456;4,1231056;
832;2435;3,7416574;
833;2970;3,4641016;
834;1403;3,7416574;
834;1962;3,6055513;
834;3892;3,6055513;
835;1087;3,7416574;
835;1837;3,4641016;
835;2830;3,7416574;
835;3152;3,7416574;
835;3211;3,7416574;
835;3499;4,2426407;
835;3861;3,7416574;
836;1406;3,1622777;
836;1656;4,2426407;
836;1682;4,3588989;
836;2209;4,3588989;
836;2737;3,6055513;
836;3131;4,1231056;
836;3338;4,0000000;
836;3368;3,8729833;
837;2950;4,5825757;
838;877;4,1231056;
838;1969;3,6055513;
839;1566;3,6055513;
839;2367;4,0000000;
839;2467;3,8729833;
840;861;3,0000000;
840;2213;3,8729833;
840;2419;3,6055513;
840;2629;2,4494897;
840;3679;3,1622777;
841;2166;4,8989795;
841;2927;4,6904158;
841;3992;3,6055513;
842;1425;3,0000000;
842;1539;3,7416574;
842;2124;4,0000000;
842;2485;4,4721360;
842;2842;4,1231056;
842;3355;4,0000000;
842;3814;4,2426407;
843;888;3,4641016;
843;1986;4,3588989;
843;2318;3,6055513;
843;3218;4,0000000;
843;3765;4,0000000;
844;2208;4,4721360;
844;2240;3,3166248;
845;883;3,0000000;
845;993;2,6457513;
845;1096;3,8729833;
845;1516;4,0000000;
845;2848;3,4641016;
846;880;3,0000000;
846;2407;4,6904158;
846;2729;4,0000000;
846;2871;5,1961524;
847;1153;3,8729833;
847;1213;4,2426407;
847;1724;3,8729833;
847;1835;3,4641016;
847;3465;3,4641016;
847;3689;2,2360680;
847;3782;3,4641016;
848;1446;2,8284271;
